Year,State,epi_week,LGA,Population (2016 census),Number of cases,Deaths,Proportion of cases by LGA,Case fatality rate (%),"LGA attack rate per 1,000,000",Rainfall_mm,Temperature_C,Humidity_%,Primary_Water_Source,Secondary_Water_Source,Water_Safety_Level,Sanitation_Type,Toilet_Access_%,Open_Defecation_%,Waste_Management_Level,Health_Facilities_Count,Hospital_Count,Health_Workers,Access_Level,Flood_Risk_Level,Proximity_to_Water_Body,Elevation_m,Environmental_Risk
2019,Bauchi,40,Ganjuwa,251597,6,0,0.0006,0,23.85,39,31.9,79,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,41,Ganjuwa,251597,4,0,0.0004,0,15.9,17,34.2,49,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,42,Ganjuwa,251597,5,0,0.0005,0,19.87,11,29.6,41,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,43,Ganjuwa,251597,1,0,0.0001,0,3.97,6,33.4,51,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,44,Ganjuwa,251597,0,0,0,0,0,4,31.8,58,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,45,Ganjuwa,251597,1,0,0.0001,0,3.97,5,35.1,52,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,46,Ganjuwa,251597,1,0,0.0001,0,3.97,5,33.5,50,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,47,Ganjuwa,251597,2,0,0.0002,0,7.95,0,35.5,34,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,48,Ganjuwa,251597,0,0,0,0,0,0,30.7,23,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,49,Ganjuwa,251597,0,0,0,0,0,3,35.7,24,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,50,Ganjuwa,251597,0,0,0,0,0,4,31.6,25,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,51,Ganjuwa,251597,1,0,0.0001,0,3.97,6,35.3,33,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,52,Ganjuwa,251597,2,0,0.0002,0,7.95,7,32.8,32,Open Well ,Pond,High,Pit Latrine,35,35,Good,10,1,20,Moderate,Moderate,Near Pond,460,High
2019,Bauchi,1,Kirfi,84215,0,0,0,0,0,2,36.9,25,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,2,Kirfi,84215,0,0,0,0,0,4,33.3,34,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,3,Kirfi,84215,0,0,0,0,0,0,35.6,33,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,4,Kirfi,84215,0,0,0,0,0,4,32.5,28,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,5,Kirfi,84215,0,0,0,0,0,2,33.6,32,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,6,Kirfi,84215,0,0,0,0,0,0,32.3,21,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,7,Kirfi,84215,0,0,0,0,0,3,32.2,34,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,8,Kirfi,84215,0,0,0,0,0,0,35.3,30,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,9,Kirfi,84215,0,0,0,0,0,3,37.3,34,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,10,Kirfi,84215,0,0,0,0,0,7,36.1,24,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,11,Kirfi,84215,0,0,0,0,0,11,38.3,34,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,12,Kirfi,84215,0,0,0,0,0,13,34.9,34,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,13,Kirfi,84215,0,0,0,0,0,22,32.1,37,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,14,Kirfi,84215,0,0,0,0,0,22,29.9,48,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,15,Kirfi,84215,0,0,0,0,0,12,29.1,31,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,16,Kirfi,84215,0,0,0,0,0,17,30.4,42,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,17,Kirfi,84215,0,0,0,0,0,10,32.3,73,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,18,Kirfi,84215,0,0,0,0,0,25,31,55,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,19,Kirfi,84215,0,0,0,0,0,25,31.3,65,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,20,Kirfi,84215,0,0,0,0,0,22,31.2,64,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,21,Kirfi,84215,0,0,0,0,0,46,31.5,61,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,22,Kirfi,84215,0,0,0,0,0,24,32.3,80,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,23,Kirfi,84215,1,0,0.0001,0,11.87,50,32,64,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,24,Kirfi,84215,0,0,0,0,0,51,29,84,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,25,Kirfi,84215,0,0,0,0,0,50,27,56,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,26,Kirfi,84215,0,0,0,0,0,33,31.5,66,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,27,Kirfi,84215,0,0,0,0,0,21,28.7,68,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,28,Kirfi,84215,0,0,0,0,0,46,32.9,71,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,29,Kirfi,84215,0,0,0,0,0,50,29.3,78,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,30,Kirfi,84215,0,0,0,0,0,54,27.8,73,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,31,Kirfi,84215,0,0,0,0,0,49,27.1,63,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,32,Kirfi,84215,0,0,0,0,0,51,32,82,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,33,Kirfi,84215,0,0,0,0,0,37,30.1,59,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,34,Kirfi,84215,0,0,0,0,0,38,33.7,74,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,35,Kirfi,84215,0,0,0,0,0,13,29.4,81,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,36,Kirfi,84215,0,0,0,0,0,26,33.6,71,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,37,Kirfi,84215,0,0,0,0,0,19,31.8,76,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,38,Kirfi,84215,0,0,0,0,0,35,29.4,72,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,39,Kirfi,84215,0,0,0,0,0,27,34.9,69,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,40,Kirfi,84215,0,0,0,0,0,38,31.7,81,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,41,Kirfi,84215,0,0,0,0,0,4,32.6,46,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,42,Kirfi,84215,0,0,0,0,0,8,29.4,35,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,43,Kirfi,84215,0,0,0,0,0,7,31.2,53,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,44,Kirfi,84215,0,0,0,0,0,12,33.1,36,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,45,Kirfi,84215,0,0,0,0,0,5,32.8,38,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,46,Kirfi,84215,0,0,0,0,0,0,30.6,43,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,47,Kirfi,84215,0,0,0,0,0,6,33.2,30,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,48,Kirfi,84215,0,0,0,0,0,3,35,34,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,49,Kirfi,84215,0,0,0,0,0,5,31.4,30,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,50,Kirfi,84215,0,0,0,0,0,2,35.2,31,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,51,Kirfi,84215,0,0,0,0,0,7,32.6,34,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,52,Kirfi,84215,0,0,0,0,0,7,35.1,39,Open Well ,Protected Well,Low,Flush Toilet,35,35,Poor,7,1,65,High,Low,Far,460,Medium
2019,Bauchi,1,Tafawa Balewa,219988,1,0,0.0001,0,4.55,1,34.9,34,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,2,Tafawa Balewa,219988,0,0,0,0,0,0,33,33,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,3,Tafawa Balewa,219988,4,0,0.0004,0,18.18,2,36.3,31,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,4,Tafawa Balewa,219988,1,0,0.0001,0,4.55,3,33,32,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,5,Tafawa Balewa,219988,2,0,0.0002,0,9.09,2,33.3,26,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,6,Tafawa Balewa,219988,0,0,0,0,0,3,36.5,32,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,7,Tafawa Balewa,219988,0,0,0,0,0,4,36,22,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,8,Tafawa Balewa,219988,0,0,0,0,0,3,35.3,21,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,9,Tafawa Balewa,219988,3,0,0.0003,0,13.64,4,35.8,27,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,10,Tafawa Balewa,219988,2,0,0.0002,0,9.09,10,37.9,31,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,11,Tafawa Balewa,219988,5,0,0.0005,0,22.73,11,37.2,44,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,12,Tafawa Balewa,219988,2,0,0.0002,0,9.09,2,40.7,46,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,13,Tafawa Balewa,219988,6,0,0.0006,0,27.27,30,31.4,49,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,14,Tafawa Balewa,219988,1,0,0.0001,0,4.55,14,29.1,41,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,15,Tafawa Balewa,219988,5,0,0.0005,0,22.73,29,30,47,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,16,Tafawa Balewa,219988,10,0,0.001,0,45.46,26,30.1,38,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,17,Tafawa Balewa,219988,10,0,0.001,0,45.46,13,27.2,56,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,18,Tafawa Balewa,219988,11,0,0.0011,0,50,13,32.2,56,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,19,Tafawa Balewa,219988,10,0,0.001,0,45.46,13,29.5,64,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,20,Tafawa Balewa,219988,9,0,0.0009,0,40.91,28,30.6,76,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,21,Tafawa Balewa,219988,11,0,0.0011,0,50,31,29.3,72,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,22,Tafawa Balewa,219988,9,0,0.0009,0,40.91,40,31.4,57,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,23,Tafawa Balewa,219988,22,0,0.0023,0,100.01,45,31.3,70,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,24,Tafawa Balewa,219988,17,0,0.0018,0,77.28,49,28.1,66,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,25,Tafawa Balewa,219988,19,0,0.002,0,86.37,33,32.8,77,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,26,Tafawa Balewa,219988,15,0,0.0015,0,68.19,24,27.4,63,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,27,Tafawa Balewa,219988,11,0,0.0011,0,50,33,30.1,79,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,28,Tafawa Balewa,219988,12,0,0.0012,0,54.55,39,30.6,60,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,29,Tafawa Balewa,219988,18,1,0.0019,5.56,81.82,36,29.3,79,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,30,Tafawa Balewa,219988,16,0,0.0016,0,72.73,47,28.5,59,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,31,Tafawa Balewa,219988,13,0,0.0013,0,59.09,24,29,62,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,32,Tafawa Balewa,219988,17,0,0.0018,0,77.28,31,27.8,67,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,33,Tafawa Balewa,219988,11,0,0.0011,0,50,32,31.7,65,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,34,Tafawa Balewa,219988,18,0,0.0019,0,81.82,19,29.4,68,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,35,Tafawa Balewa,219988,15,0,0.0015,0,68.19,25,32.1,64,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,36,Tafawa Balewa,219988,11,0,0.0011,0,50,21,34,55,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,37,Tafawa Balewa,219988,7,0,0.0007,0,31.82,14,30.5,65,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,38,Tafawa Balewa,219988,9,0,0.0009,0,40.91,21,33.2,76,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,39,Tafawa Balewa,219988,3,0,0.0003,0,13.64,29,31.3,65,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,40,Tafawa Balewa,219988,6,0,0.0006,0,27.27,14,31.1,66,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,41,Tafawa Balewa,219988,10,1,0.001,10,45.46,6,33.7,58,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,42,Tafawa Balewa,219988,11,0,0.0011,0,50,13,31.7,49,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,43,Tafawa Balewa,219988,4,0,0.0004,0,18.18,16,32.3,54,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,44,Tafawa Balewa,219988,3,0,0.0003,0,13.64,19,34.9,43,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,45,Tafawa Balewa,219988,5,0,0.0005,0,22.73,6,31.4,35,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,46,Tafawa Balewa,219988,6,0,0.0006,0,27.27,6,31.3,39,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,47,Tafawa Balewa,219988,4,0,0.0004,0,18.18,4,30.5,20,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,48,Tafawa Balewa,219988,0,0,0,0,0,0,33.5,31,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,49,Tafawa Balewa,219988,1,0,0.0001,0,4.55,1,32.4,37,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,50,Tafawa Balewa,219988,0,0,0,0,0,7,34.1,21,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,51,Tafawa Balewa,219988,1,0,0.0001,0,4.55,0,33.8,26,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,52,Tafawa Balewa,219988,3,0,0.0003,0,13.64,6,31.5,30,River,River ,High,Flush Toilet,30,15,Good,15,0,20,Moderate,High,Far,490,High
2019,Bauchi,1,Toro,350404,0,0,0,0,0,4,36.6,23,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,2,Toro,350404,0,0,0,0,0,2,36.8,21,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,3,Toro,350404,0,0,0,0,0,4,36.8,22,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,4,Toro,350404,0,0,0,0,0,4,36.9,27,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,5,Toro,350404,0,0,0,0,0,0,34,20,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,6,Toro,350404,0,0,0,0,0,3,35.7,34,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,7,Toro,350404,0,0,0,0,0,4,34.3,32,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,8,Toro,350404,0,0,0,0,0,0,35.6,20,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,9,Toro,350404,2,0,0.0002,0,5.71,4,35.8,29,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,10,Toro,350404,0,0,0,0,0,12,38.8,33,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,11,Toro,350404,0,0,0,0,0,11,40.1,38,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,12,Toro,350404,0,0,0,0,0,4,38.3,37,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,13,Toro,350404,1,0,0.0001,0,2.85,25,32.1,41,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,14,Toro,350404,0,0,0,0,0,14,29.4,34,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,15,Toro,350404,0,0,0,0,0,24,30.2,44,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,16,Toro,350404,2,0,0.0002,0,5.71,20,31.6,35,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,17,Toro,350404,2,0,0.0002,0,5.71,23,31.3,81,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,18,Toro,350404,1,0,0.0001,0,2.85,20,27.1,77,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,19,Toro,350404,1,0,0.0001,0,2.85,20,27,69,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,20,Toro,350404,1,0,0.0001,0,2.85,30,32.4,79,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,21,Toro,350404,3,0,0.0003,0,8.56,30,29.3,58,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,22,Toro,350404,2,0,0.0002,0,5.71,40,29.9,73,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,23,Toro,350404,0,0,0,0,0,53,28,58,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,24,Toro,350404,3,0,0.0003,0,8.56,46,32.6,82,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,25,Toro,350404,2,0,0.0002,0,5.71,54,30.5,64,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,26,Toro,350404,2,0,0.0002,0,5.71,49,31.3,71,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,27,Toro,350404,0,0,0,0,0,32,29.5,79,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,28,Toro,350404,2,0,0.0002,0,5.71,49,28.1,66,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,29,Toro,350404,1,0,0.0001,0,2.85,29,31.8,61,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,30,Toro,350404,2,0,0.0002,0,5.71,39,29.9,61,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,31,Toro,350404,0,0,0,0,0,20,29.2,67,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,32,Toro,350404,2,0,0.0002,0,5.71,32,30.6,76,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,33,Toro,350404,6,0,0.0006,0,17.12,30,34.3,63,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,34,Toro,350404,0,0,0,0,0,35,30.3,64,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
2019,Bauchi,35,Toro,350404,3,0,0.0003,0,8.56,33,31.5,83,Borehole ,Open Well,Low,Open Defecation,35,15,Poor,15,2,20,Low,Moderate,Near Pond,520,Medium
